StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q124,Q124_7_TEXT,Year,Transfer,Gender,Gender_5_TEXT,International,Housing,Housing_8_TEXT,Used Methods ,Accessibility,Walk to Bus Time ,Commute Time ,Days on Campus ,Bus Pass Impact,Class Pass Fee Know ,Support Class Pass ,Clipper Card Value ,free_fall_freq,free_fall_conf,normal_fall_freq,normal_fall_conf,half_fall_freq,half_fall_conf,extra_fall_freq,extra_fall_conf,double_fall_freq,double_fall_conf,free_spring_freq,free_spring_conf,normal_spring_freq,normal_spring_conf,half_spring_freq,half_spring_conf,extra_spring_freq,extra_spring_conf,double_spring_freq,double_spring_conf,Q118,free_sum_freq,free_sum_conf,normal_sum_freq,normal_sum_conf,half_sum_freq,half_sum_conf,extra_sum_freq,extra_sum_conf,double_sum_freq,double_sum_conf,Q132,Q136,Q122,Q130,Q130_6_TEXT,Q153,Q153_4_TEXT,Q154,Q154_2_TEXT,Q109,Q110,Q156,Q156_6_TEXT,Q112,Q112_4_TEXT,Q113,Q113_2_TEXT,avg_demand_free,n_observations_free,avg_demand_half,n_observations_half,avg_demand_normal,n_observations_normal,avg_demand_extra,n_observations_extra,avg_demand_double,n_observations_double
10/28/2024 13:32,10/28/2024 13:37,IP Address,172.56.208.158,100,303,TRUE,10/28/2024 13:37,R_3fq6MzsRQemFeyx,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Male,,Yes,Cooperative housing,,Walking,I lived within a 10 minute walk of a stop,2,10-May,5,Yes,No,No,0 - 15,5,4,0,5,2,4,0,5,0,5,5,5,0,5,2,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,San Fransisco Bay Ferry",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,5.0,2,2.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 13:34,10/28/2024 13:39,IP Address,136.152.214.204,100,296,TRUE,10/28/2024 13:39,R_7EdiMBSFRwEjkJ3,,,,,37.8657,-122.2571,qr,EN,Tabling,,Sophomore (2nd year),No,Male,,No,Other residence in Berkeley (e.g. house/apartment),,"Walking,Campus Shuttle,BART",I lived within a 3 minute walk of a stop,15,10-May,6,Yes,No,Yes,30 - 45 ,3,4,5,5,5,4,3,5,0,5,3,4,3,5,6,5,3,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain",,"Commuting to school/work,Travel",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,3.0,2,5.5,2,4.0,2,3.0,2,0.0,2
10/28/2024 13:38,10/28/2024 13:41,IP Address,172.56.208.120,100,227,TRUE,10/28/2024 13:41,R_3KPmoWPgdcO5ERu,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Male,,Yes,Cooperative housing,,Walking,I lived within a 3 minute walk of a stop,1,0 - 5,0,Yes,No,Yes,100 - 125 ,1,5,0,5,0,5,12,5,0,5,0,5,0,1,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,Bart,,"Commuting to school/work,Travel",,San Francisco,,0.5,2,0.0,2,0.0,2,6.0,2,0.0,2
10/28/2024 13:41,10/28/2024 13:44,IP Address,172.56.209.197,100,140,TRUE,10/28/2024 13:44,R_35Wq2do0b1aPSYQ,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Female,,Yes,Other residence outside of Berkeley (e.g. house/apartment),,Car,I lived within a 15+ minute walk of a stop,2,30 +,0,No,No,No,15 - 30 ,4,1,3,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,1,Bart,,"Commuting to school/work,Travel",,"San Francisco,North Bay (e.g. Marin County, Sausalito)",,2.0,2,1.0,2,1.5,2,1.0,2,0.5,2
10/28/2024 13:40,10/28/2024 13:49,IP Address,136.152.214.236,100,522,TRUE,10/28/2024 13:49,R_3VD4UYgkGgzOyfY,,,,,37.8657,-122.2571,qr,EN,Tabling,,Senior (4+ year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking,Campus Shuttle,BART",I lived within a 3 minute walk of a stop,1,10-May,7,Yes,No,Yes,400+,30,3,0,5,0,5,0,5,0,5,30,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni,Other, Please Specify",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,30.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 13:46,10/28/2024 13:53,IP Address,172.59.128.55,100,422,TRUE,10/28/2024 13:53,R_6PgRVgbj7b5NG7F,,,,,37.6736,-122.0944,qr,EN,Tabling,,Freshman (1st year),Yes,Female,,Yes,Other residence in Berkeley (e.g. house/apartment),,"Scooter,AC Transit Bus,Walking",I lived within a 5 minute walk of a stop,6,20 - 30,3,Yes,No,No,45 - 60 ,5,4,0,5,3,4,0,5,0,5,3,5,0,5,2,4,0,5,0,5,Yes,5.0,5,2.0,5,2.0,5,2.0,5,0.0,5,No,2,No,,,,,,,0 - 50,4,Bart,,Travel,,San Francisco,,4.333333333333333,3,2.3333333333333335,3,0.6666666666666666,3,0.6666666666666666,3,0.0,3
10/28/2024 13:50,10/28/2024 13:58,IP Address,172.59.131.131,100,459,TRUE,10/28/2024 13:58,R_6F4pKQaTjVwAj17,,,,,37.6736,-122.0944,qr,EN,Tabling,,Senior (4+ year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,"Walking,Campus Shuttle",I lived within a 3 minute walk of a stop,5,15 - 20,5,Yes,No,Yes,15 - 30 ,2,3,1,3,4,3,0,3,0,3,1,3,2,3,3,3,0,3,0,3,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,4,"Bart,Muni",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,1.5,2,3.5,2,1.5,2,0.0,2,0.0,2
10/28/2024 14:01,10/28/2024 14:05,IP Address,166.216.158.143,100,217,TRUE,10/28/2024 14:05,R_6hKrm2fozlFogut,,,,,37.6811,-122.4806,qr,EN,Tabling,,Junior (3rd year),Yes,Female,,No,Campus-operated apartments / suites,,Walking,I lived within a 10 minute walk of a stop,5,0 - 5,5,Yes,No,Yes,30 - 45 ,4,4,5,4,6,5,3,3,0,5,4,4,4,5,7,5,4,4,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,4.0,2,6.5,2,4.5,2,3.5,2,0.0,2
10/28/2024 13:58,10/28/2024 14:06,IP Address,136.152.214.113,100,487,TRUE,10/28/2024 14:06,R_6qz9z5Fd6GC5odW,,,,,37.8657,-122.2571,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking",I lived within a 3 minute walk of a stop,5,0 - 5,5,Yes,No,No,15 - 30 ,5,3,1,4,2,3,0,4,0,5,2,2,1,3,2,3,0,4,0,4,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,3,"Bart,CalTrain",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,3.5,2,2.0,2,1.0,2,0.0,2,0.0,2
10/28/2024 14:05,10/28/2024 14:08,IP Address,172.59.131.88,100,187,TRUE,10/28/2024 14:08,R_6ekOBPdGNtBlrW0,,,,,37.6736,-122.0944,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking",I lived within a 3 minute walk of a stop,6,15-Oct,5,Yes,No,No,0 - 15,4,4,2,4,1,5,2,5,1,5,5,5,1,5,1,5,2,5,1,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,4.5,2,1.0,2,1.5,2,2.0,2,1.0,2
10/28/2024 14:07,10/28/2024 14:11,IP Address,174.194.134.142,100,206,TRUE,10/28/2024 14:11,R_3rZUmonkCINQlAl,,,,,34.0544,-118.244,qr,EN,Tabling,,Senior (4+ year),No,Female,,No,Campus-operated apartments / suites,,"Walking,BART",I lived within a 5 minute walk of a stop,1,0 - 5,4,No,No,No,45 - 60 ,0,1,6,1,6,2,4,2,6,2,7,3,5,3,7,3,5,3,6,3,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,4,San Fransisco Bay Ferry,,Travel,,"South Bay & Peninsula (e.g. San Jose, Palo Alto)",,3.5,2,6.5,2,5.5,2,4.5,2,6.0,2
10/28/2024 14:15,10/28/2024 14:18,IP Address,172.59.128.144,100,198,TRUE,10/28/2024 14:18,R_7ZZBR7r0u4ATNLy,,,,,37.6736,-122.0944,qr,EN,Tabling,,Freshman (1st year),No,Male,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 3 minute walk of a stop,15,15 - 20,6,Yes,No,Yes,15 - 30 ,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain",,Travel,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 14:21,10/28/2024 14:26,IP Address,136.152.214.185,100,302,TRUE,10/28/2024 14:26,R_1HtyIbI7RKplDp4,,,,,37.8657,-122.2571,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking",I lived within a 3 minute walk of a stop,5,15-Oct,4,Yes,No,Yes,0 - 15,15,3,3,3,4,3,2,2,1,3,5,4,2,4,1,3,1,3,0,4,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,3,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,10.0,2,2.5,2,2.5,2,1.5,2,0.5,2
10/28/2024 12:43,10/28/2024 14:41,IP Address,136.152.214.38,100,7080,TRUE,10/28/2024 14:41,R_5jV774AT993IBdX,,,,,37.8657,-122.2571,qr,EN,Tabling,,Junior (3rd year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking",I lived within a 5 minute walk of a stop,5,15-Oct,6,Yes,Yes,Yes,15 - 30 ,4,4,3,4,4,4,2,4,1,4,4,4,2,4,4,4,2,4,1,4,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,4,"Bart,CalTrain,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,4.0,2,4.0,2,2.5,2,2.0,2,1.0,2
10/28/2024 14:45,10/28/2024 14:49,IP Address,136.152.214.221,100,280,TRUE,10/28/2024 14:49,R_3rqPh2tH3fYekgG,,,,,37.8657,-122.2571,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 5 minute walk of a stop,6,0 - 5,1,No,No,No,0 - 15,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,Bart,,Travel,,San Francisco,,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 14:58,10/28/2024 15:02,IP Address,172.59.131.148,100,238,TRUE,10/28/2024 15:02,R_5ffaLMIBLqCiJQw,,,,,37.6736,-122.0944,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"Bike,Car",I lived within a 15+ minute walk of a stop,7,20 - 30,4,Yes,No,No,100 - 125 ,7,3,26,4,11,4,12,2,9,1,11,1,26,3,10,2,10,4,2,4,No,,,,,,,,,,,No,2,No,,,,,,,100 - 150,2,San Fransisco Bay Ferry,,Accessing public services (e.g. airport),,"South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito)",,9.0,2,10.5,2,26.0,2,11.0,2,5.5,2
10/28/2024 15:08,10/28/2024 15:13,IP Address,172.59.129.100,100,300,TRUE,10/28/2024 15:13,R_1cgvEl5xbn2ajBv,,,,,37.6736,-122.0944,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,Campus Shuttle",I lived within a 3 minute walk of a stop,2,10-May,6,Yes,No,No,0 - 15,3,3,2,3,4,3,1,2,0,2,0,1,0,1,0,1,0,1,0,1,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,2,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Accessing public services (e.g. airport)",,San Francisco,,1.5,2,2.0,2,1.0,2,0.5,2,0.0,2
10/28/2024 15:08,10/28/2024 15:14,IP Address,172.59.129.40,100,369,TRUE,10/28/2024 15:14,R_1QnmalCMlhA8O15,,,,,37.6736,-122.0944,qr,EN,Tabling,,Senior (4+ year),No,Male,,No,Other residence in Berkeley (e.g. house/apartment),,Bike,I lived within a 5 minute walk of a stop,8,20 - 30,5,No,Yes,No,30 - 45 ,0,5,1,5,1,1,0,3,0,2,0,5,2,5,2,3,0,3,0,5,Yes,0.0,3,0.0,5,0.0,3,0.0,3,0.0,5,Yes,2,No,,,,,,,100 - 150,5,"Bart,CalTrain,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,0.0,3,1.0,3,1.0,3,0.0,3,0.0,3
10/28/2024 15:10,10/28/2024 15:14,IP Address,172.59.131.200,100,262,TRUE,10/28/2024 15:14,R_1uICELUbfLBp7qd,,,,,37.6736,-122.0944,qr,EN,Tabling,,Junior (3rd year),Yes,Male,,No,Campus-operated apartments / suites,,"Bike,Scooter,AC Transit Bus,Walking",I lived within a 3 minute walk of a stop,5,20 - 30,5,Yes,No,No,0 - 15,7,5,5,1,7,2,7,4,3,2,5,2,4,3,6,3,5,2,4,3,No,,,,,,,,,,,Yes,2,Yes,Bart,,Commuting to school/work,,San Francisco,,50 - 100,3,,,,,,,6.0,2,6.5,2,4.5,2,6.0,2,3.5,2
10/28/2024 15:19,10/28/2024 15:24,IP Address,174.194.135.15,100,287,TRUE,10/28/2024 15:24,R_7M1PY5VdjQevq25,,,,,34.0544,-118.244,qr,EN,Tabling,,Sophomore (2nd year),No,Male,,No,Sorority or fraternity,,"Car,Walking",I lived within a 3 minute walk of a stop,5,15-Oct,4,Yes,Yes,Yes,45 - 60 ,3,4,2,3,4,4,3,3,1,4,3,4,3,4,4,4,1,4,1,4,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,5,Bart,,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,3.0,2,4.0,2,2.5,2,2.0,2,1.0,2
10/28/2024 15:19,10/28/2024 15:25,IP Address,192.119.164.90,100,310,TRUE,10/28/2024 15:25,R_1O9wtgZowyiWc1j,,,,,34.0544,-118.2441,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"Walking,Campus Shuttle",I lived within a 5 minute walk of a stop,2,15-Oct,6,Yes,No,No,30 - 45 ,0,2,5,3,3,2,3,4,5,3,1,4,5,4,3,4,5,4,0,5,Yes,1.0,5,0.0,5,0.0,5,0.0,5,0.0,5,Yes,2,No,,,,,,,0 - 50,4,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,Commuting to school/work,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,0.6666666666666666,3,2.0,3,3.3333333333333335,3,2.6666666666666665,3,1.6666666666666667,3
10/28/2024 15:22,10/28/2024 15:27,IP Address,71.202.234.244,100,313,TRUE,10/28/2024 15:27,R_7EcYdRBcnVSEp6E,,,,,37.8487,-122.2209,anonymous,EN,From a friend,,Senior (4+ year),No,Female,,No,Campus-operated apartments / suites,,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,2,10-May,3,Yes,No,Yes,15 - 30 ,7,3,6,3,15,5,10,2,4,4,10,3,5,3,10,4,6,3,4,4,No,,,,,,,,,,,No,2,Yes,Bart,,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,0 - 50,5,,,,,,,8.5,2,12.5,2,5.5,2,8.0,2,4.0,2
10/28/2024 15:31,10/28/2024 15:35,IP Address,166.198.34.144,100,271,TRUE,10/28/2024 15:35,R_1t4TP1dMOoZOkmJ,,,,,38.5824,-121.3736,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 5 minute walk of a stop,5,15 - 20,6,Yes,No,Yes,30 - 45 ,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,Yes,2.0,4,0.0,5,0.0,5,0.0,5,0.0,5,No,2,No,,,,,,,0 - 50,4,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,0.6666666666666666,3,0.0,3,0.0,3,0.0,3,0.0,3
10/28/2024 15:31,10/28/2024 15:39,IP Address,107.127.18.28,100,491,TRUE,10/28/2024 15:39,R_1lEsOg9J8GtfIyd,,,,,37.3479,-121.8527,qr,EN,Other (please specify):,BER near GBC,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking",I lived within a 5 minute walk of a stop,8,15-Oct,7,Yes,No,No,15 - 30 ,0,4,0,5,0,5,0,5,0,5,20,5,7,5,15,5,3,5,0,5,Yes,0.0,5,0.0,1,0.0,1,0.0,1,0.0,1,No,2,No,,,,,,,0 - 50,5,Bart,,Commuting to school/work,,San Francisco,,6.666666666666667,3,5.0,3,2.3333333333333335,3,1.0,3,0.0,3
10/28/2024 15:47,10/28/2024 15:51,IP Address,108.147.93.98,100,281,TRUE,10/28/2024 15:52,R_78lm0ONCsCQ2gk9,,,,,37.4073,-121.939,qr,EN,Tabling,,Senior (4+ year),No,Female,,No,Sorority or fraternity,,Car,I lived within a 3 minute walk of a stop,5,15 - 20,5,Yes,No,Yes,15 - 30 ,1,3,0,5,1,5,0,4,0,3,2,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,4,"Bart,CalTrain",,"Commuting to school/work,Travel",,"East Bay (e.g. Berkeley, Oakland)",,1.5,2,0.5,2,0.0,2,0.0,2,0.0,2
10/28/2024 16:11,10/28/2024 16:14,IP Address,172.56.208.27,100,167,TRUE,10/28/2024 16:14,R_5cc4b4OeCSPezfq,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Male,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Bike,I lived within a 3 minute walk of a stop,1,0 - 5,0,Yes,Yes,No,45 - 60 ,3,2,3,2,3,3,4,5,1,5,8,4,1,3,4,4,8,4,5,4,No,,,,,,,,,,,No,2,Yes,"Bart,San Fransisco Bay Ferry,Sam Tran",,Commuting to school/work,,San Francisco,,50 - 100,2,,,,,,,5.5,2,3.5,2,2.0,2,6.0,2,3.0,2
10/28/2024 16:11,10/28/2024 16:15,IP Address,136.152.214.90,100,189,TRUE,10/28/2024 16:15,R_7uqacNAf6aQo7lR,,,,,37.8657,-122.2571,qr,EN,Tabling,,Junior (3rd year),Yes,Female,,Yes,Cooperative housing,,Walking,I lived within a 3 minute walk of a stop,1,0 - 5,4,No,No,No,0 - 15,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Commuting to school/work,Travel",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 16:28,10/28/2024 16:31,IP Address,135.180.41.229,100,216,TRUE,10/28/2024 16:31,R_1x2AMBmAamcPHcl,,,,,37.8637,-122.276,anonymous,EN,From a friend,,Sophomore (2nd year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,Walking,I lived within a 5 minute walk of a stop,6,15 - 20,6,Yes,No,Yes,0 - 15,2,4,1,5,1,5,0,5,0,5,1,5,0,5,1,5,1,5,0,5,Yes,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,Muni",,"Commuting to school/work,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,1.0,3,0.6666666666666666,3,0.3333333333333333,3,0.3333333333333333,3,0.0,3
10/28/2024 16:49,10/28/2024 16:52,IP Address,172.59.130.142,100,206,TRUE,10/28/2024 16:52,R_6a1xG7dik5Fd2kF,,,,,37.6736,-122.0944,qr,EN,Tabling,,Senior (4+ year),Yes,Male,,No,Other residence outside of Berkeley (e.g. house/apartment),,Walking,I lived within a 10 minute walk of a stop,6,15-Oct,6,Yes,No,Yes,45 - 60 ,4,4,5,5,5,5,4,5,6,5,4,5,4,5,6,5,5,5,5,5,Yes,4.0,5,4.0,5,5.0,5,5.0,5,4.0,5,Yes,2,Yes,CalTrain,,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,50 - 100,5,,,,,,,4.0,3,5.333333333333333,3,4.333333333333333,3,4.666666666666667,3,5.0,3
10/28/2024 16:48,10/28/2024 16:52,IP Address,76.102.204.94,100,254,TRUE,10/28/2024 16:52,R_6Qtj7Ma6q3gcGF7,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Senior (4+ year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,Walking,I lived within a 5 minute walk of a stop,1,10-May,5,Yes,No,Yes,45 - 60 ,1,3,1,5,1,5,1,5,0,5,1,3,1,5,1,5,1,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,3,Bart,,"Commuting to school/work,Travel",,San Francisco,,1.0,2,1.0,2,1.0,2,1.0,2,0.0,2
10/28/2024 17:01,10/28/2024 17:05,IP Address,107.77.214.150,100,207,TRUE,10/28/2024 17:05,R_5Qsj4yVlz6S7U1z,,,,,37.6313,-122.0975,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 3 minute walk of a stop,5,15-Oct,4,Yes,No,No,75 - 100 ,3,2,0,3,1,3,0,5,0,5,0,1,0,1,0,1,0,1,0,1,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,4,"Bart,CalTrain,Sam Tran,Muni",,"Commuting to school/work,Travel",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,1.5,2,0.5,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:01,10/28/2024 17:07,IP Address,172.56.208.175,100,363,TRUE,10/28/2024 17:07,R_6eze0mGD9AEceLN,,,,,36.1682,-115.2166,qr,EN,Tabling,,Senior (4+ year),Yes,Female,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 5 minute walk of a stop,7,0 - 5,5,Yes,No,No,0 - 15,1,4,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0,4,0,4,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,4,"Bart,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,San Francisco,,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:18,10/28/2024 17:23,IP Address,136.152.214.10,100,285,TRUE,10/28/2024 17:23,R_1429VnEBvD8w0lc,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Sophomore (2nd year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 3 minute walk of a stop,5,10-May,6,No,No,Yes,0 - 15,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,Bart,,"Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:18,10/28/2024 17:24,IP Address,136.152.214.233,100,373,TRUE,10/28/2024 17:24,R_52WVAxoI1FD5CLs,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Sophomore (2nd year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 3 minute walk of a stop,10,20 - 30,6,Yes,No,Yes,45 - 60 ,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,San Fransisco Bay Ferry",,Travel,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:23,10/28/2024 17:27,IP Address,174.195.84.169,100,254,TRUE,10/28/2024 17:27,R_6jP8DU8HyK6axD6,,,,,37.7585,-122.1856,qr,EN,From a friend,,Freshman (1st year),No,Male,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"Scooter,Walking,Campus Shuttle",I lived within a 3 minute walk of a stop,2,10-May,5,Yes,Yes,No,15 - 30 ,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,No,,,,,,,,,,,No,2,Yes,Bart,,Commuting to school/work,,San Francisco,,0 - 50,5,,,,,,,3.5,2,5.0,2,5.0,2,5.0,2,5.0,2
